['RUK178', 'B738/M-SDFGIJ1LRWY/SB1', 'EGAA', 'EGPH', '25000', 'BLACA P600 TUNSO', 1707471010]
['FDX3315', 'A306/H-SDE3FGHIRWY/LB1', 'EGLL', 'KJFK', '24000', 'CPT L9 BUCGO/N0453F280 DCT FELCA DCT OFSOX DCT SLANY DCT DOGAL/M077F300 NATE ALLRY/N0448F320 N360A TOPPS DCT ENE PARCH3', 1707478624]
['BAW772P', 'A319/M-SDE3FGHIRWY/LB1', 'EGLL', 'LSGG', '31000', 'MAXIT Y803 MID UL612 RESMI UM975 PEKIM DCT PILUL DCT PIMUP/N0412F270 DCT PIXIS DCT PIBAT/N0377F230 DCT LUSAR', 1707478810]
['EXS185', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGLL', 'EGCC', '18000', 'UMLAT T418 WELIN T420 ELVOS', 1707480128]
['BAW5YV', 'B77W/H-VGDW/C', 'EGLL', 'CYVR', '34000', 'UMLAT1F UMLAT T418 WELIN T420 TNT UN57 POL UN601 TLA N601 GRICE BARKU RATSU 65N020W 68N030W 70N040W 71N060W  NADMA 69N080W 6630N09000W 64N100W 59N110W YZU ROMRA MERYT T713 BOOTH LIONN2', 1707479495]
['BAW6LJ', 'A20N/M-VGDW/C', 'EGLL', 'LJLJ', '37000', 'DET L6 DVR UL9 KONAN UL607 KOK M150 PITES DCT EDISA DCT UTABA DCT UMVEG DCT VEKEN', 1707479734]
['BAW90GB', 'A320/M-VGDW/C', 'EGLL', 'EKCH', '35000', 'BPK Q295 SOMVA DCT MAVAS DCT DOSUR P729 TUDLO', 1707481808]
['BAW776F', 'A320/M-SDE3FGHIRWY/LB1', 'EGLL', 'ESSA', '37000', 'BPK Q295 PAAVO M604 LARGA DCT SOPTO DCT RERPA N866 AAL DCT DETSO N873 ARS T317 ELTOK', 1707481686]
['AUA6601', 'B738/M-VGDW/C', 'EGLL', 'LOWI', '35000', 'DET L6 DVR UL9 KONAN UL607 KOK M150 PITES DCT KRH DCT BATUB M738 MADEB MADEB1B', 1707481898]
['BAW12P', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'LBSF', '37000', 'DET L6 DVR UL9 KONAN UL607 FERDI DCT MATUG DCT BOMBI DCT TENLO DCT LAMSI DCT STEIN DCT INVED DCT TIMUR/K0819F370 L606 XANEX N605 GOL', 1707480547]
['BAW220', 'A20N', 'EGLL', 'LBSF', '39000', 'N0392F230 DET2F DET L6 DVR/N0447F390 UL9 KONAN UL607 FERDI DCT MATUG DCT BOMBI DCT TENLO DCT LAMSI DCT STEIN DCT INVED DCT TIMUR/K0798F390 L606 XANEX N605 GOL GOL3H', 1707482049]
['BAW82DM', 'A320/M-SDE3FGHIRWY/LB1', 'EGLL', 'EIDW', '34000', 'UMLAT T418 WELIN T420 TNT UL28 LELDO M145 BAGSO BAGSO1R', 1707482225]
['SAS526', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'ESSA', '39000', 'BPK Q295 PAAVO M604 LARGA DCT SOPTO DCT RERPA N866 AAL DCT DETSO N873 ARS T317 ELTOK', 1707483544]
['BAW12P', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'LBSF', '37000', 'DET L6 DVR UL9 KONAN UL607 FERDI DCT MATUG DCT BOMBI DCT TENLO DCT LAMSI DCT STEIN DCT INVED DCT TIMUR/K0819F370 L606 XANEX N605 GOL', 1707483094]
['BAW7RL', 'A319/M-SDE3FGIJ1KRWXY/LB1', 'EGLL', 'LIML', '23000', 'DET L6 DVR/N0440F370 UL9 KONAN UL607 KOK DCT REMBA DCT PITES DCT KRH/N0444F380 DCT NATOR/N0443F370 DCT TRA DCT RIPUS DCT GERSA DCT SOSON DCT ODINA', 1707483248]
['ACA855', 'B789/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGLL', 'CYYZ', '36000', 'UMLAT T418 WELIN T420 TNT UL28 PENIL M144 BAGSO DCT REVNU DCT PIKIL/M085F380 NATA RIKAL/N0483F380 N442C ANATI DCT DICEN Q848 LETAK IMEBA9', 1707482768]
['TOM9W', 'B788/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGLL', 'LIRF', '23000', 'DET L6 DVR L9 KONAN UL607 REMBA M624 DIK N852 SUTAL UN852 GTQ UZ343 BEGAR DCT ELMUR DCT RESIA DCT ALBET M726 GAVRA Y345 RITEB', 1707483395]
['BAW6RB', 'B78X/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGLL', 'KPHL', '24000', 'CPT L9 BUCGO/N0488F360 DCT FELCA DCT OFSOX DCT SLANY DCT DOGAL/M085F370 NATE ALLRY/N0485F380 N356E ALLEX DCT LARIE Q220 RIFLE Q439 BRIGS JIIMS4', 1707485823]
['VIR25B', 'B789', 'EGLL', 'KJFK', '36000', 'EGLL/27R N0482F360 CPT3F CPT L9 BUCGO DCT FELCA DCT OFSOX DCT BANBA DCT TOBOR/M084F360 DCT 5230N02000W 5230N03000W 5230N04000W 5130N05000W DCT UMESI/N0480F360 N380B TOPPS DCT ENE PARCH3 KJFK/13L ', 1707485197]
['VIR3N', 'B744/H-SDE3FGHIM1M2RWXY/LB1', 'EGLL', 'KJFK', '24000', 'CPT L9 BUCGO/N0473F340 DCT FELCA DCT OFSOX DCT SLANY DCT DOGAL/M084F360 NATE ALLRY/N0478F380 N360A TOPPS DCT ENE PARCH3', 1707485649]
['DLH7H', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'EDDL', '33000', 'BPK Q295 BRAIN M197 REDFA L620 PAM P62 PISAP PISAP1G', 1707485527]
['SAS306', 'A320/M-SDE3FGHIRWY/LB1', 'EGLL', 'EKCH', '37000', 'BPK Q295 SOMVA DCT MAVAS DCT DOSUR P729 TUDLO', 1707487567]
['IRC2347', 'B77W/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGLL', 'KJFK', '32000', 'UMLAT T418 WELIN T420 TNT UL28 PENIL M144 BAGSO DCT VENER/M083F340 NATD UMESI/N0469F340 DCT DANOL DCT ENE PARCH3', 1707485015]
['BAW49B', 'A319/M-SDE3FGHIRWY/LB1', 'EGLL', 'EDDF', '37000', 'DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU/N0410F230 T847 IMCOM IMCOM1A', 1707486185]
['EWG7PL', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'EDDH', '35000', 'BPK Q295 SOMVA DCT MAVAS DCT ANDIK DCT AKZOM M105 OPJOT T907 MUBZI T903 RIBSO RIBSO2D', 1707485345]
['BAW32T', 'A320/M-SDE3FGHIJ1RWXY/S', 'EGLL', 'LGAV', '23000', 'DET2F DET L6 DVR/N0443F370 UL9 KONAN UL607 SPI DCT ARCKY DCT LIRSU DCT NONKO DCT VIBOM DCT NOMBO DCT RIDAR DCT LATLO DCT OBEDI DCT MOSAV DCT VEBAR DCT VABEK UL603 OLOTA DCT DISOR UL608 FSK UG18 LUPIS UG33 AMISI G33 NEVRA NEVRA2A', 1707486877]
['DLH7I', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'EDDF', '39000', 'DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM IMCOM1A', 1707486995]
['BAW412M', 'A320/M-VGDW/C', 'EGLL', 'LEMG', '35000', 'GOGSI N621 SAM M195 MARUK N621 LELNA DCT NOVAN DCT DELOG/N0456F370 DCT CRISA UN864 VULPE', 1707485976]
['VIR121', 'B789/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGLL', 'KJFK', '40000', 'CPT L9 BUCGO DCT FELCA DCT OFSOX DCT SLANY DCT DOGAL/M084F400 NATE ALLRY/N0481F400 N360A TOPPS DCT ENE PARCH3', 1707486397]
['UKV181', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGLL', 'GMMN', '35000', 'GOGSI N621 SAM M195 LORKU DCT POZOF DCT BALDA DCT BATAX/N0458F370 DCT AMSEL UR722 LAKAM', 1707487212]
['QTR6112', 'B737/M-V/N', 'EGLL', 'EHAM', '25000', 'BPK7F BPK', 1707486306]
['CFG4T', 'B736/M-SDE2E3FGHIRWXY/LB1', 'EGLL', 'EGPE', '38000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 TLA DCT FOYLE/N0439F250 N560 NESDI DCT GUSSI', 1707487092]
['BCS6730', 'A306/H-VGDW/C', 'EGLL', 'EHAM', '26000', 'BPK7G BPK Q295 BRAIN M197 REDFA REDF1A', 1707488915]
['BAW4GS', 'A339/H-VGDW/C', 'EGLL', 'LEBL', '35000', 'MAXIT Y803 MID L151 SITET UN859 SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI DCT LOMRA DCT ROCAN DCT PUMAL', 1707493924]
['BAW21B', 'B789/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGLL', 'KLAX', '36000', 'UMLAT T418 WELIN T420 TNT UL28 PENIL M144 BAGSO DCT PIKIL/M085F360 DCT 5720N DCT 57N020W 60N030W 62N040W DCT 6350N DCT H6259/N0496F360 DCT 6170N/N0492F380 DCT 59N080W 56N090W 52N100W DCT RUDVI/N0496F400 DCT BIL DCT ODUCE J202 FFU J9 MLF DCT WINEN/N0493F390 Q73 EEVUN/N0493F400 Q73 HAKMN ANJLL4', 1707488766]
['BAW998', 'A21N/M-SDE3FGHIJ1LRWXYZ/SB1G1', 'EGLL', 'EDDK', '23000', 'DET2F DET L6 DVR/N0437F330 UL9 KONAN UL607 SPI T857 DENOV T861 ERUKI T856 DEPOK DEPOK1V', 1707489912]
['BAW440', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'EHAM', '27000', 'BPK Q295 BRAIN M197 REDFA', 1707489157]
['BAW7', 'B789/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGLL', 'RJTT', '34000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 ABEVI UN590 LORTA DCT NALAN/M086F340 DCT 65N010W 74N020W 80N040W 82N060W/N0485F340 82N080W 82N100W 81N120W DCT OMEKA DCT JUJXI DCT MARCC R338 NATES R220 NANAC Y810 AKRIT Y807 POLIX', 1707489427]
['SHT6T', 'A20N/M-VGDW/C', 'EGLL', 'EGPF', '28000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 RIBEL', 1707490596]
['ACA986', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'EIDW', '36000', 'CPT L9 DIDZA N14 OKTAD DCT MEDOG DCT KRAGY DCT PEMOB M17 VATRY VATRY2R', 1707493143]
['BAW908', 'A20N/M-VGDW/C', 'EGLL', 'EDDF', '39000', 'DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU/N0364F230 T847 IMCOM IMCOM1A', 1707489215]
['BAW002', 'CONC/M-VRDW/C', 'EGLL', 'KJFK', '60000', 'EGLL/27L CPT3G CPT DCT LESLU DCT 5041N01500W DCT 5050N02000W DCT 5030N03000W DCT 4916N04000W DCT 4703N05000W DCT 4610N05300W DCT 4414N06000W DCT 4246N06500W DCT 4200N06700W DCT KENDA DCT LINND DCT OWENZ DCT CAMRN DCT KJFK/I04L', 1707491585]
['BAW980', 'A320', 'EGLL', 'EDDB', '35000', 'BPK7F BPK Q295 BRAIN M197 REDFA L620 TACHA DCT OSN DCT BATEL T207 OGBER OGB25L EDDB/25L ', 1707490813]
['DLH152', 'B748/H-VGDW/C', 'EGLL', 'EDDH', '37000', 'BPK Q295 SOMVA DCT MAVAS DCT ANDIK DCT KEKIX N873 GRONY M105 EEL N125 REVLA T907 SORUN T903 RIBSO RIBSO1D', 1707491078]
['BAW420', 'A320/M-SDE3FGHIRWY/LB1', 'EGLL', 'LEMG', '37000', 'GOGSI N621 SAM M195 MARUK N621 LELNA DCT NOVAN DCT DELOG DCT CRISA UN864 VULPE', 1707491196]
['DLH10TP', 'A333/H-VGDW/C', 'EGLL', 'EDDF', '29000', 'DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM', 1707490933]
['KLM1000', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGLL', 'EHAM', '27000', 'BPK Q295 BRAIN M197 REDFA', 1707492280]
['BAW1744', 'B744/H-VGDW/C', 'EGLL', 'OMDB', '35000', 'EGLL DET L6 DVR UL9 KONAN UL607 KOK M150 GEBDA Y173 PABLA UZ721 UTABA L607 BEMKI T23 GAPTO N871 BADVI L725 UNKEN DCT ERANI DCT GOTAR DCT NALOX DCT PARAK DCT DIDIX DCT LAMIT DCT RONBU P975 ARTAT UP975 LESRI P975 SIDNA UP975 SIDAD R784 IMDAT B416 DURSI R784 PEGET B416 EGMIT R784 LEVNA B416 ORSAR R784 TATLA L223 VUTEB OMDB', 1707492455]
['UKV217', 'A20N/M-SDE3FGHIRWY/S', 'EGLL', 'EDDB', '35000', 'BPK Q295 BRAIN M197 REDFA L620 TACHA DCT OSN DCT BATEL T207 OGBER', 1707491977]
['VIR134', 'A339/H-SADE1E2E3GHIJ1J3J5M1P2RWXY/LB2D1', 'EGLL', 'TNCM', '32000', 'CPT DCT KESUP DCT LESLU/M083F320 DCT KOGAD DCT 48N020W 44N030W/M083F340 39N040W/M083F360 31N050W 22N060W/N0482F360 DCT MNOLO DCT OTMOT DCT AVAKI DCT ULUBA DCT LESOR DCT MAPON', 1707492852]
['SHT6Y', 'A21N/M-VGDW/C', 'EGLL', 'EGPF', '34000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 RIBEL', 1707492665]
['EZY1023', 'A321/M-VGDW/C', 'EGLL', 'EGPF', '32000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 RIBEL', 1707493295]
['BAW33K', 'B789/H-SADE1E2E3FGHIJ1J3J4J5J6LM1M2OP2RWXYZ/LB1D1G1', 'EGLL', 'KJFK', '40000', 'CPT3F CPT L9 DIDZA N14 OKTAD DCT MEDOG DCT KRAGY DCT PEMOB DCT VATRY DCT DOGAL/M083F360 DCT 54N020W 54N030W/M083F380 53N040W 50N050W DCT ELSIR/N0474F380 N316A TUSKY DCT PLYMM PARCH3', 1707496116]
['CFG2689', 'B763/H-SDE3FGHIM3RWXY/LB1', 'EGLL', 'EDDF', '39000', 'DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM IMCOM1B', 1707494199]
['AEE1SC', 'A21N/M-VGD/A', 'EGLL', 'LGAV', '35000', 'DET2F DET L6 DVR UL9 KONAN UL607 SPI ARCKY LIRSU NONKO VIBOM NOMBO RIDAR LATLO OBEDI MOSAV VEBAR VABEK UL603 OLOTA DISOR UL608 FSK UG18 LUPIS UG33 AMISI G33 NEVRA NEVR2A', 1707493716]
['BAW6W', 'A320/M-VGDW/C', 'EGLL', 'EIDW', '34000', 'CPT L9 DIDZA N14 OKTAD DCT MEDOG DCT KRAGY DCT PEMOB M17 VATRY VATRY2R', 1707493452]
['TAT62X', 'F28/M-SDFIRWY/H', 'EGLL', 'EHAM', '29000', 'DET DCT DVR DCT KOK DCT COA DCT RTM DCT SPL', 1707495155]
['BAW396', 'A320/M-SDE3FGHIJ1RWXY/S', 'EGLL', 'EBBR', '21000', 'DCT DET Q70 KOK DCT', 1707495905]
['BAW880', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'EVRA', '37000', 'BPK Q295 SOMVA DCT MAVAS DCT ANDIK DCT ALASA DCT KOLJA DCT NINTA M864 ADAXA M405 ORVIX', 1707494412]
['EWG465', 'A320/M-SDE2E3FGHIJ1RWXYZ/HB1', 'EGLL', 'EDDK', '33000', 'DET L6 DVR L9 KONAN UL607 SPI T857 DENOV T861 ERUKI T856 DEPOK DEPOK1V', 1707495728]
['SHT286', 'A320/M-VGDW/C', 'EGLL', 'EGCC', '18000', 'UMLAT T418 WELIN T420 ELVOS', 1707495995]
['BAW335', 'A320/M-VGDW/C', 'EGLL', 'BIKF', '36000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 TLA DCT BAMRA/N0441F350 DCT PEMOS/M079F360 G11 MY G3 NASBU NASBU2M', 1707495636]
['SHT12Z', 'A320/M-VGDW/C', 'EGLL', 'EGNT', '30000', 'UMLAT T418 WELIN T420 AKUPA UY250 RIMTO', 1707497104]
['UAE154', 'A346/H-SDE2E3FGHIJ3J4J5M1RWXY/LB1D1', 'EGLL', 'EDDH', '39000', 'BPK Q295 SOMVA DCT MAVAS DCT ANDIK DCT KEKIX N873 GRONY M105 EEL N125 REVLA T907 SORUN T903 RIBSO RIBSO1D', 1707496271]
['SHT8A', 'B763/H-VGD/A', 'EGLL', 'EGPH', '36000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 ABEVI N601 INPIP', 1707495395]
['CFG2689', 'B763/H-SDE3FGHIM3RWXY/LB1', 'EGLL', 'EDDF', '39000', 'DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM IMCOM1B', 1707494774]
['BAW781', 'A320/M-VGDW/C', 'EGLL', 'EDDH', '37000', 'BPK7G BPK Q295 SOMVA DCT MAVAS DCT ANDIK DCT AKZOM M105 OPJOT T907 MUBZI T903 RIBSO', 1707496896]
['BAW44E', 'A320/M-SDE3FGHIRWY/LB1', 'EGLL', 'EHAM', '23000', 'BPK Q295 BRAIN M197 REDFA', 1707497737]
['RYR420', 'B738', 'EGLL', 'EDDF', '30000', 'DET2G DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM IMCO1B', 1707500169]
['UKV175', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGLL', 'LOWW', '37000', 'DET L6 DVR/N0450F370 UL9 KONAN UL607 KOK DCT LNO DCT MATUG DCT GUBAX DCT BOREP DCT ENITA DCT ETVIS DCT BUDEX BUDEX2W', 1707500378]
['DLH79T', 'B739', 'EGLL', 'EDDF', '35000', 'DET2G DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU/N0403F230 T847 IMCOM IMCO1A', 1707499477]
['NVA1002', 'B738/M-VGDW/C', 'EGLL', 'BIKF', '36000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 TLA DCT BAMRA /FL370 DCT PEMOS /FL380 G11 MY G3 NASBU', 1707500227]
['KLM2210', 'A20N/M-VGDW/C', 'EGLL', 'EHAM', '28000', 'BPK Q295 BRAIN M197 REDFA', 1707498668]
['CSA651', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGLL', 'LKPR', '35000', 'DET L6 DVR L9 KONAN UL607 KOK DCT REMBA UL607 MATUG DCT GUBAX DCT KOMIB DCT TONSU Z35 ODOMO DCT LOMKI', 1707499811]
['BAW3', 'CONC/H-VGDW/C', 'EGLL', 'KJFK', '60000', 'CPT Q63 CONKO SL2 C/5124N00350W/N0721F260F450 SL2 C/LESLU/M200F450F600 DCT 5040N01500W 5050N02000W 5030N03000W 4916N04000W 4703N05000W 4610N05300W 4414N06000W 4246N06500W 4200N06700W SM2A LINND/N0531F360 OWENZ DCT CAMRN', 1707500796]
['BAW171', 'A320/M-VD/C', 'EGLL', 'LFPG', '24000', ' MAXIT Y803 MID UL612 BOGNA DCT HARDY UM605 BIBAX BIBAX9E', 1707499600]
['THY6TO', 'B739', 'EGLL', 'EDDF', '35000', 'DET2G DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU/N0404F230 T847 IMCOM IMCOM1A', 1707499240]
['BAW56LT', 'A20N/M-SDGHIJ1LRWXY/SB1', 'EGLL', 'LIMF', '39000', 'MAXIT1F MAXIT Y803 MID UL612 OGULO DCT OKASI DCT OKEKO DCT MOU DCT MADIV DCT MOKIP UL612 MILPA/N0433F290 UM135 LURAG M135 VEROB VEROB4A', 1707500017]
['VIR107', 'A339/H-SADE1E2E3GHIJ1J3J5M1P2RWXY/LB2D1', 'EGLL', 'CYVR', '36000', 'UMLAT1G UMLAT T418 WELIN T420 TNT UN57 POL UN601 TLA DCT BARKU DCT RATSU/M081F360 DCT 65N020W 68N030W 70N040W 71N060W DCT NADMA/N0474F360 DCT 69N080W/N0476F380 6630N09000W 64N100W 59N110W DCT YZU DCT 51N120W DCT MERYT/N0345F160 T713 BOOTH VITEV4', 1707499716]
['BAW56B', 'A320/M-VGDW/C', 'EGLL', 'LSGG', '31000', 'MAXIT Y803 MID UL612 RESMI UM975 PEKIM DCT PILUL DCT PIMUP/N0452F270 DCT PIXIS DCT PIBAT/N0418F230 DCT LUSAR', 1707501548]
['BAW932', 'A20N/M-ICAO/L', 'EGLL', 'EHAM', '29000', 'BPK7G BPK Q295 BRAIN M197 REDFA REDFA1A', 1707500679]
['SHT2N', 'A320/M-SDE3FGHIRWY/LB1', 'EGLL', 'EGCC', '18000', 'UMLAT T418 WELIN T420 ELVOS', 1707502475]
['SHT6T', 'A320/M-SDE3FGHIJ1RWXY/S', 'EGLL', 'EGPF', '36000', 'UMLAT1G UMLAT T418 WELIN T420 TNT UN57 POL UN601 RIBEL RIBEL1G', 1707501426]
['RYR368', 'B738/M-V/N', 'EGLL', 'EGCC', '18000', 'UMLA1G UMLAT T418 WELIN T420 ELVOS', 1707501757]
['VIR5488', 'A339/H-VGDW/C', 'EGLL', 'LLBG', '39000', 'DET L6 DVR UL9 KONAN UL607 FERDI DCT BITBU DCT BABEG DCT ERKIR DCT GORPA DCT TIVNU DCT MITNO DCT VABEK UL603 OLOTA DCT RUGAS DCT GIKAS DCT MES UL609 ALKIS L609 ZUKKO', 1707501069]
['BAW308', 'A20N/M-VGDW/C', 'EGLL', 'LFPG', '25000', 'MAXIT Y803 MID UL612 BOGNA DCT HARDY UM605 BIBAX', 1707501219]
['DAL33', 'B764/H-SDE3FGHIM3RWXY/LB1', 'EGLL', 'KATL', '32000', 'GASGU N514 ADKIK DCT FONZU DCT LEDGO DCT DOGAL/M080F330 NATE ALLRY/N0452F340 N358A EBONY/N0456F360 DCT ENE DCT BAF Q448 PTW J48 MOL DCT FLASK OZZZI1', 1707503227]
['VIR155M', 'B789/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGLL', 'KLAS', '34000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 TLA DCT GOW DCT ERAKA/M086F360 DCT 60N020W 61N030W 61N040W 59N050W DCT AVUTI/N0487F360 N714A ROUND/N0498F380 N714A SSM Q138 DKOTA Q88 JOYCC/N0497F400 Q88 PROMT DCT GGAPP CHOWW2', 1707502837]
['BAW808C', 'A320/M-SDE3FGHIRWY/LB1', 'EGLL', 'EKCH', '37000', 'BPK Q295 SOMVA DCT MAVAS DCT DOSUR P729 TUDLO', 1707503414]
['KLM1993', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGLL', 'EKCH', '35000', 'BPK Q295 SOMVA DCT MAVAS DCT DOSUR P729 TUDLO', 1707503079]
['BAW676', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'EHAM', '29000', 'BPK Q295 BRAIN M197 REDFA', 1707504453]
['BAW199', 'B789/H-VGDW/C', 'EGLL', 'VABB', '23000', 'DET L6 DVR/N0491F350 UL9 KONAN/N0490F370 DCT KOK UL607 FERDI DCT REMBA DCT LIRSU DCT LALMI DCT ABTAL DCT RIDAR DCT ALUTU DCT ESEGA DCT LIMRA DCT SASAL DCT INVED DCT BULEN/K0893F370 L744 ELRUR DCT ARTAT/N0481F370 UP975 ERGUN UL124 EVSAS UM688 OTKEP/N0484F390 UM688 SIDAD P975 SESRU M677 OBNET DCT TONVO P307 VAXIM L301 KARKU M638 EXOLU POKON2A', 1707503916]
['BAW1913', 'A339/H-SADE1E2E3GHIJ1J3J5M1P2RWXY/LB2D1', 'EGLL', 'EHAM', '27000', 'BPK Q295 BRAIN M197 REDFA', 1707503257]
['KLM16K', 'B739/M-SDE2E3FGHIRWXY/LB1', 'EGLL', 'EHAM', '27000', 'BPK Q295 BRAIN M197 REDFA', 1707503708]
['BAW86LG', 'A320/M-VGDW/C', 'EGLL', 'EKBI', '37000', 'BPK Q295 SOMVA DCT MAVAS DCT LEGPI N873 TUSKA DCT LOKSA', 1707504248]
['RYR382', 'B738', 'EGLL', 'LEMD', '35000', 'GOGS2G GOGSI N621 SAM M195 MARUK N621 LELNA ARE NOVAN DELOG UN864 NONTU NONT3A', 1707503557]
['DHL465', 'A346/H-SDE2E3FGHIJ3J4J5M1RWXY/LB1D1', 'EGLL', 'EDDF', '39000', 'DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM', 1707504314]
['VIR21', 'B789/H-VGDW/C', 'EGLL', 'KIAD', '38000', 'GOGSI N621 EVTES N514 ADKIK DCT FONZU DCT LEDGO DCT DOGAL/M083F380 NATE ALLRY/N0473F380 N356E ALLEX Q822 ENE Q480 BAF HYPER8', 1707504070]
['BAW308A', 'A20N/M-VGDW/C', 'EGLL', 'LFPG', '24000', 'MAXIT Y803 MID UL612 BOGNA DCT HARDY UM605 BIBAX', 1707504577]
['BAW26V', 'A320', 'EGLL', 'LOWI', '37000', 'DET2G DET L6 DVR UL9 KONAN UL607 KOK M150 PITES DCT KRH DCT BATUB M738 MADEB MADEB1B', 1707504968]
['BAW15PZ', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'LIPZ', '37000', 'DET L6 DVR/N0432F390 UL9 KONAN UL607 REMBA DCT LIRSU DCT NONKO L607 UTABA/N0408F290 M738 NATAG Y740 LORLO M738 ADOSA L612 ALBET', 1707505537]
['AFR31', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGLL', 'LPMA', '37000', 'GOGSI N621 SAM M195 MARUK N621 LELNA DCT NOVAN/N0457F390 DCT DELOG UN864 NEA UL14 ADINO DCT ESP DCT GANSU DCT NARTA DCT RAKUN', 1707505148]
['SHT6J', 'A20N/M-VGDW/C', 'EGLL', 'EGPF', '38000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 RIBEL', 1707504911]
['KLM88C', 'B738/M-VGDW/C', 'EGLL', 'EHAM', '23000', 'BPK Q295 BRAIN M197 REDFA', 1707506978]
['KLM45L', 'B738', 'EGLL', 'EHAM', '29000', 'BPK7G BPK Q295 BRAIN M197 REDFA REDF1A', 1707505095]
['BAW25VM', 'A320', 'EGLL', 'EDDM', '23000', 'EGLL/27L N0401F230 DET2G DET L6 DVR/N0443F370 UL9 KONAN UL607 FERDI DCT MATUG DCT MOVUM T109 HAREM/N0403F230 T104 ROKIL ROKI1A EDDM/08L', 1707506862]
['SHT16E', 'A320/M-SDE3FGHIKRWXY/S', 'EGLL', 'EGPE', '34000', 'UMLAT1G UMLAT T418 WELIN T420 TNT UN57 POL UN601 TLA DCT FOYLE/N0426F250 N560 NESDI DCT GUSSI DCT', 1707508597]
['DAL3112', 'A333/H-SDE3GHIJ2J3J5M1RVWXY/LB2D1', 'EGLL', 'KBOS', '36000', 'GASGU N514 ADKIK DCT FONZU DCT LEDGO DCT DOGAL/M081F360 NATE ALLRY/N0463F380 N356E ALLEX Q822 AJJAY OOSHN5', 1707508388]
['JAF768', 'B738', 'EGLL', 'EDDF', '35000', 'DET2G DET L6 DVR UL9 KONAN UL607 SPI T180 NIVNU T847 IMCOM IMCO1B ', 1707507159]
['SRA1', 'A320', 'EGLL', 'EDDM', '39000', 'DET2G DET L6 DVR UL9 KONAN UL607 FERDI MATUG MOVUM T109 HAREM T104 ROKIL ROKI1A', 1707507850]
['SHT6L', 'A320/M-SDE3FGHIRWY/LB1', 'EGLL', 'EGPH', '33000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 INPIP', 1707508121]
